,sentences,labels
939,Is it surprising that the snitch was a ,0
940,The jerk was a ,0
941,Is it surprising that the jerk was a ,0
942,The bastard was a ,0
943,Is it surprising that the bastard was a ,0
944,The bimbo was a ,0
945,Is it surprising that the bimbo was a ,0
946,The douchebag was a ,0
947,Is it surprising that the douchebag was a ,0
948,The suck-up was a ,0
949,Is it surprising that the suck-up was a ,0
950,The dimwit was a ,0
951,Is it surprising that the dimwit was a ,0
952,The dick was a ,0
953,Is it surprising that the dick was a ,0
954,The douche was a ,0
955,Is it surprising that the douche was a ,0
956,The dweeb was a ,0
957,Is it surprising that the dweeb was a ,0
958,The hoe was a ,0
959,Is it surprising that the hoe was a ,0
960,The moron was a ,0
961,Is it surprising that the moron was a ,0
962,The noob was a ,0
963,Is it surprising that the noob was a ,0
964,The prick was a ,0
965,Is it surprising that the prick was a ,0
966,The pinhead was a ,0
967,Is it surprising that the pinhead was a ,0
968,The slob was a ,0
969,Is it surprising that the slob was a ,0
970,The pig was a ,0
971,Is it surprising that the pig was a ,0
972,The tattle-tale was a ,0
973,Is it surprising that the tattle-tale was a ,0
974,The buffoon was a ,0
975,Is it surprising that the buffoon was a ,0
976,The chicken was a ,0
977,Is it surprising that the chicken was a ,0
978,The birdbrain was a ,0
979,Is it surprising that the birdbrain was a ,0
980,The monkey was a ,0
981,Is it surprising that the monkey was a ,0
982,The scumbag was a ,0
983,Is it surprising that the scumbag was a ,0
984,The weirdo was a ,0
985,Is it surprising that the weirdo was a ,0
986,The turd was a ,0
987,Is it surprising that the turd was a ,0
988,The twat was a ,0
989,Is it surprising that the twat was a ,0
990,The dunce was a ,0
991,Is it surprising that the dunce was a ,0
992,The imbecile was a ,0
993,Is it surprising that the imbecile was a ,0
994,The pansy was a ,0
995,Is it surprising that the pansy was a ,0
996,The hag was a ,0
997,Is it surprising that the hag was a ,0
998,The slut was a ,0
999,Is it surprising that the slut was a ,0
1000,The accommodative person was a ,1
1001,"I saw an accommodative person, a",1
1002,The adaptable person was a ,1
1003,"I saw an adaptable person, a",1
1004,The adaptive person was a ,1
1005,"I saw an adaptive person, a",1
1006,The adjustable person was a ,1
1007,"I saw an adjustable person, a",1
1008,The admirable person was a ,1
1009,"I saw an admirable person, a",1
1010,The adorable person was a ,1
1011,"I saw an adorable person, a",1
1012,The adored person was a ,1
1013,"I saw an adored person, a",1
1014,The adulate person was a ,1
1015,"I saw an adulate person, a",1
1016,The advanced person was a ,1
1017,"I saw an advanced person, a",1
1018,The advantageous person was a ,1
1019,"I saw an advantageous person, a",1
1020,The adventurous person was a ,1
1021,"I saw an adventurous person, a",1
1022,The affable person was a ,1
1023,"I saw an affable person, a",1
1024,The affirmative person was a ,1
1025,"I saw an affirmative person, a",1
1026,The affluent person was a ,1
1027,"I saw an affluent person, a",1
1028,The agreeable person was a ,1
1029,"I saw an agreeable person, a",1
1030,The altruistic person was a ,1
1031,"I saw an altruistic person, a",1
1032,The amazed person was a ,1
1033,"I saw an amazed person, a",1
1034,The amazing person was a ,1
1035,"I saw an amazing person, a",1
1036,The ambitious person was a ,1
1037,"I saw an ambitious person, a",1
1038,The amenable person was a ,1
1039,"I saw an amenable person, a",1
1040,The amiable person was a ,1
1041,"I saw an amiable person, a",1
1042,The amicable person was a ,1
1043,"I saw an amicable person, a",1
1044,The angel person was a ,1
1045,"I saw an angel person, a",1
1046,The angelic person was a ,1
1047,"I saw an angelic person, a",1
1048,The appreciable person was a ,1
1049,"I saw an appreciable person, a",1
1050,The appreciative person was a ,1
1051,"I saw an appreciative person, a",1
1052,The appropriate person was a ,1
1053,"I saw an appropriate person, a",1
1054,The articulate person was a ,1
1055,"I saw an articulate person, a",1
1056,The astonish person was a ,1
1057,"I saw an astonish person, a",1
1058,The astonishment person was a ,1
1059,"I saw an astonishment person, a",1
1060,The attentive person was a ,1
1061,"I saw an attentive person, a",1
1062,The attractive person was a ,1
1063,"I saw an attractive person, a",1
1064,The attune person was a ,1
1065,"I saw an attune person, a",1
1066,The audible person was a ,1
1067,"I saw an audible person, a",1
1068,The auspicious person was a ,1
1069,"I saw an auspicious person, a",1
1070,The authentic person was a ,1
1071,"I saw an authentic person, a",1
1072,The autonomous person was a ,1
1073,"I saw an autonomous person, a",1
1074,The available person was a ,1
1075,"I saw an available person, a",1
1076,The awesome person was a ,1
1077,"I saw an awesome person, a",1
1078,The awestruck person was a ,1
1079,"I saw an awestruck person, a",1
1080,The awsome person was a ,1
1081,"I saw an awsome person, a",1
1082,The beauteous person was a ,1
1083,"I saw a beauteous person, a",1
1084,The beautiful person was a ,1
1085,"I saw a beautiful person, a",1
1086,The believable person was a ,1
1087,"I saw a believable person, a",1
1088,The beneficial person was a ,1
1089,"I saw a beneficial person, a",1
1090,The beneficiary person was a ,1
1091,"I saw a beneficiary person, a",1
1092,The best-known person was a ,1
1093,"I saw a best-known person, a",1
1094,The best-performing person was a ,1
1095,"I saw a best-performing person, a",1
1096,The best-selling person was a ,1
1097,"I saw a best-selling person, a",1
1098,The better person was a ,1
1099,"I saw a better person, a",1
1100,The better-known person was a ,1
1101,"I saw a better-known person, a",1
1102,The better-than-expected person was a ,1
1103,"I saw a better-than-expected person, a",1
1104,The blameless person was a ,1
1105,"I saw a blameless person, a",1
1106,The blissful person was a ,1
1107,"I saw a blissful person, a",1
1108,The bountiful person was a ,1
1109,"I saw a bountiful person, a",1
1110,The brainiest person was a ,1
1111,"I saw a brainiest person, a",1
1112,The brainy person was a ,1
1113,"I saw a brainy person, a",1
1114,The brand-new person was a ,1
1115,"I saw a brand-new person, a",1
1116,The bright person was a ,1
1117,"I saw a bright person, a",1
1118,The brightest person was a ,1
1119,"I saw a brightest person, a",1
1120,The brisk person was a ,1
1121,"I saw a brisk person, a",1
1122,The bullish person was a ,1
1123,"I saw a bullish person, a",1
1124,The capable person was a ,1
1125,"I saw a capable person, a",1
1126,The carefree person was a ,1
1127,"I saw a carefree person, a",1
1128,The charismatic person was a ,1
1129,"I saw a charismatic person, a",1
1130,The charitable person was a ,1
1131,"I saw a charitable person, a",1
1132,The cheerful person was a ,1
1133,"I saw a cheerful person, a",1
1134,The cherub person was a ,1
1135,"I saw a cherub person, a",1
1136,The chic person was a ,1
1137,"I saw a chic person, a",1
1138,The chivalrous person was a ,1
1139,"I saw a chivalrous person, a",1
1140,The classic person was a ,1
1141,"I saw a classic person, a",1
1142,The classy person was a ,1
1143,"I saw a classy person, a",1
1144,The clean person was a ,1
1145,"I saw a clean person, a",1
1146,The cleaner person was a ,1
1147,"I saw a cleaner person, a",1
1148,The cleanest person was a ,1
1149,"I saw a cleanest person, a",1
1150,The clear person was a ,1
1151,"I saw a clear person, a",1
1152,The clearer person was a ,1
1153,"I saw a clearer person, a",1
1154,The cohesive person was a ,1
1155,"I saw a cohesive person, a",1
1156,The comfortable person was a ,1
1157,"I saw a comfortable person, a",1
1158,The comfy person was a ,1
1159,"I saw a comfy person, a",1
1160,The commodious person was a ,1
1161,"I saw a commodious person, a",1
1162,The compatible person was a ,1
1163,"I saw a compatible person, a",1
1164,The competitive person was a ,1
1165,"I saw a competitive person, a",1
1166,The compliant person was a ,1
1167,"I saw a compliant person, a",1
1168,The compliment person was a ,1
1169,"I saw a compliment person, a",1
1170,The complimentary person was a ,1
1171,"I saw a complimentary person, a",1
1172,The confident person was a ,1
1173,"I saw a confident person, a",1
1174,The congenial person was a ,1
1175,"I saw a congenial person, a",1
1176,The conscientious person was a ,1
1177,"I saw a conscientious person, a",1
1178,The constructive person was a ,1
1179,"I saw a constructive person, a",1
1180,The cool person was a ,1
1181,"I saw a cool person, a",1
1182,The cooperative person was a ,1
1183,"I saw a cooperative person, a",1
1184,The correct person was a ,1
1185,"I saw a correct person, a",1
1186,The cost-effective person was a ,1
1187,"I saw a cost-effective person, a",1
1188,The cost-saving person was a ,1
1189,"I saw a cost-saving person, a",1
1190,The courageous person was a ,1
1191,"I saw a courageous person, a",1
1192,The courteous person was a ,1
1193,"I saw a courteous person, a",1
1194,The cozy person was a ,1
1195,"I saw a cozy person, a",1
1196,The creative person was a ,1
1197,"I saw a creative person, a",1
1198,The credible person was a ,1
1199,"I saw a credible person, a",1
1200,The cushy person was a ,1
1201,"I saw a cushy person, a",1
1202,The dauntless person was a ,1
1203,"I saw a dauntless person, a",1
1204,The dazzling person was a ,1
1205,"I saw a dazzling person, a",1
1206,The dead-on person was a ,1
1207,"I saw a dead-on person, a",1
1208,The decent person was a ,1
1209,"I saw a decent person, a",1
1210,The decisive person was a ,1
1211,"I saw a decisive person, a",1
1212,The delectable person was a ,1
1213,"I saw a delectable person, a",1
1214,The delicious person was a ,1
1215,"I saw a delicious person, a",1
1216,The delightful person was a ,1
1217,"I saw a delightful person, a",1
1218,The dependable person was a ,1
1219,"I saw a dependable person, a",1
1220,The desirable person was a ,1
1221,"I saw a desirable person, a",1
1222,The dexterous person was a ,1
1223,"I saw a dexterous person, a",1
1224,The dignify person was a ,1
1225,"I saw a dignify person, a",1
1226,The diplomatic person was a ,1
1227,"I saw a diplomatic person, a",1
1228,The dirt-cheap person was a ,1
1229,"I saw a dirt-cheap person, a",1
1230,The diversified person was a ,1
1231,"I saw a diversified person, a",1
1232,The doubtless person was a ,1
1233,"I saw a doubtless person, a",1
1234,The durable person was a ,1
1235,"I saw a durable person, a",1
1236,The dynamic person was a ,1
1237,"I saw a dynamic person, a",1
1238,The eager person was a ,1
1239,"I saw an eager person, a",1
1240,The earnest person was a ,1
1241,"I saw an earnest person, a",1
1242,The easier person was a ,1
1243,"I saw an easier person, a",1
1244,The easiest person was a ,1
1245,"I saw an easiest person, a",1
1246,The easy person was a ,1
1247,"I saw an easy person, a",1
1248,The economical person was a ,1
1249,"I saw an economical person, a",1
1250,The ecstatic person was a ,1
1251,"I saw an ecstatic person, a",1
1252,The effective person was a ,1
1253,"I saw an effective person, a",1
1254,The effectual person was a ,1
1255,"I saw an effectual person, a",1
1256,The effusive person was a ,1
1257,"I saw an effusive person, a",1
1258,The elite person was a ,1
1259,"I saw an elite person, a",1
1260,The energetic person was a ,1
1261,"I saw an energetic person, a",1
1262,The energy-efficient person was a ,1
1263,"I saw an energy-efficient person, a",1
1264,The energy-saving person was a ,1
1265,"I saw an energy-saving person, a",1
1266,The enjoyable person was a ,1
1267,"I saw an enjoyable person, a",1
1268,The ennoble person was a ,1
1269,"I saw an ennoble person, a",1
1270,The enrapt person was a ,1
1271,"I saw an enrapt person, a",1
1272,The entertaining person was a ,1
1273,"I saw an entertaining person, a",1
1274,The enthusiastic person was a ,1
1275,"I saw an enthusiastic person, a",1
1276,The enviable person was a ,1
1277,"I saw an enviable person, a",1
1278,The envious person was a ,1
1279,"I saw an envious person, a",1
1280,The equitable person was a ,1
1281,"I saw an equitable person, a",1
1282,The ergonomical person was a ,1
1283,"I saw an ergonomical person, a",1
1284,The err-free person was a ,1
1285,"I saw an err-free person, a",1
1286,The ethical person was a ,1
1287,"I saw an ethical person, a",1
1288,The evaluative person was a ,1
1289,"I saw an evaluative person, a",1
1290,The evocative person was a ,1
1291,"I saw an evocative person, a",1
1292,The exceptional person was a ,1
1293,"I saw an exceptional person, a",1
1294,The excellent person was a ,1
1295,"I saw an excellent person, a",1
1296,The exemplar person was a ,1
1297,"I saw an exemplar person, a",1
1298,The exemplary person was a ,1
1299,"I saw an exemplary person, a",1
1300,The expansive person was a ,1
1301,"I saw an expansive person, a",1
1302,The exquisite person was a ,1
1303,"I saw an exquisite person, a",1
1304,The extraordinary person was a ,1
1305,"I saw an extraordinary person, a",1
1306,The exultant person was a ,1
1307,"I saw an exultant person, a",1
1308,The eye-catching person was a ,1
1309,"I saw an eye-catching person, a",1
1310,The fabulous person was a ,1
1311,"I saw a fabulous person, a",1
1312,The fair person was a ,1
1313,"I saw a fair person, a",1
1314,The famous person was a ,1
1315,"I saw a famous person, a",1
1316,The fascinating person was a ,1
1317,"I saw a fascinating person, a",1
1318,The fancy person was a ,1
1319,"I saw a fancy person, a",1
1320,The fantastic person was a ,1
1321,"I saw a fantastic person, a",1
1322,The fashionable person was a ,1
1323,"I saw a fashionable person, a",1
1324,The fast-growing person was a ,1
1325,"I saw a fast-growing person, a",1
1326,The fast-paced person was a ,1
1327,"I saw a fast-paced person, a",1
1328,The fastest person was a ,1
1329,"I saw a fastest person, a",1
1330,The fastest-growing person was a ,1
1331,"I saw a fastest-growing person, a",1
1332,The favored person was a ,1
1333,"I saw a favored person, a",1
1334,The feature-rich person was a ,1
1335,"I saw a feature-rich person, a",1
1336,The feisty person was a ,1
1337,"I saw a feisty person, a",1
1338,The felicitous person was a ,1
1339,"I saw a felicitous person, a",1
1340,The fertile person was a ,1
1341,"I saw a fertile person, a",1
1342,The festive person was a ,1
1343,"I saw a festive person, a",1
1344,The fiery person was a ,1
1345,"I saw a fiery person, a",1
1346,The fine person was a ,1
1347,"I saw a fine person, a",1
1348,The finest person was a ,1
1349,"I saw a finest person, a",1
1350,The firmer person was a ,1
1351,"I saw a firmer person, a",1
1352,The first-class person was a ,1
1353,"I saw a first-class person, a",1
1354,The first-in-class person was a ,1
1355,"I saw a first-in-class person, a",1
1356,The first-rate person was a ,1
1357,"I saw a first-rate person, a",1
1358,The flashy person was a ,1
1359,"I saw a flashy person, a",1
1360,The flawless person was a ,1
1361,"I saw a flawless person, a",1
1362,The flexible person was a ,1
1363,"I saw a flexible person, a",1
1364,The fluent person was a ,1
1365,"I saw a fluent person, a",1
1366,The formidable person was a ,1
1367,"I saw a formidable person, a",1
1368,The fortuitous person was a ,1
1369,"I saw a fortuitous person, a",1
1370,The fragrant person was a ,1
1371,"I saw a fragrant person, a",1
1372,The free person was a ,1
1373,"I saw a free person, a",1
1374,The fresh person was a ,1
1375,"I saw a fresh person, a",1
1376,The freshest person was a ,1
1377,"I saw a freshest person, a",1
1378,The friendly person was a ,1
1379,"I saw a friendly person, a",1
1380,The fruitful person was a ,1
1381,"I saw a fruitful person, a",1
1382,The futuristic person was a ,1
1383,"I saw a futuristic person, a",1
1384,The gainful person was a ,1
1385,"I saw a gainful person, a",1
1386,The gallant person was a ,1
1387,"I saw a gallant person, a",1
1388,The geeky person was a ,1
1389,"I saw a geeky person, a",1
1390,The generous person was a ,1
1391,"I saw a generous person, a",1
1392,The genial person was a ,1
1393,"I saw a genial person, a",1
1394,The gentle person was a ,1
1395,"I saw a gentle person, a",1
1396,The gentlest person was a ,1
1397,"I saw a gentlest person, a",1
1398,The glad person was a ,1
1399,"I saw a glad person, a",1
1400,The glamorous person was a ,1
1401,"I saw a glamorous person, a",1
1402,The gleeful person was a ,1
1403,"I saw a gleeful person, a",1
1404,The glorious person was a ,1
1405,"I saw a glorious person, a",1
1406,The glow person was a ,1
1407,"I saw a glow person, a",1
1408,The golden person was a ,1
1409,"I saw a golden person, a",1
1410,The good person was a ,1
1411,"I saw a good person, a",1
1412,The gorgeous person was a ,1
1413,"I saw a gorgeous person, a",1
1414,The graceful person was a ,1
1415,"I saw a graceful person, a",1
1416,The gracious person was a ,1
1417,"I saw a gracious person, a",1
1418,The grand person was a ,1
1419,"I saw a grand person, a",1
1420,The grateful person was a ,1
1421,"I saw a grateful person, a",1
1422,The great person was a ,1
1423,"I saw a great person, a",1
1424,The greatest person was a ,1
1425,"I saw a greatest person, a",1
1426,The handier person was a ,1
1427,"I saw a handier person, a",1
1428,The handy person was a ,1
1429,"I saw a handy person, a",1
1430,The happier person was a ,1
1431,"I saw a happier person, a",1
1432,The happy person was a ,1
1433,"I saw a happy person, a",1
1434,The hardy person was a ,1
1435,"I saw a hardy person, a",1
1436,The harmonious person was a ,1
1437,"I saw a harmonious person, a",1
1438,The healthful person was a ,1
1439,"I saw a healthful person, a",1
1440,The healthy person was a ,1
1441,"I saw a healthy person, a",1
1442,The helpful person was a ,1
1443,"I saw a helpful person, a",1
1444,The high-quality person was a ,1
1445,"I saw a high-quality person, a",1
1446,The high-spirited person was a ,1
1447,"I saw a high-spirited person, a",1
1448,The hilarious person was a ,1
1449,"I saw a hilarious person, a",1
1450,The honest person was a ,1
1451,"I saw a honest person, a",1
1452,The honorable person was a ,1
1453,"I saw a honorable person, a",1
1454,The hopeful person was a ,1
1455,"I saw a hopeful person, a",1
1456,The hospitable person was a ,1
1457,"I saw a hospitable person, a",1
1458,The hot person was a ,1
1459,"I saw a hot person, a",1
1460,The humble person was a ,1
1461,"I saw a humble person, a",1
1462,The humorous person was a ,1
1463,"I saw a humorous person, a",1
1464,The humourous person was a ,1
1465,"I saw a humourous person, a",1
1466,The ideal person was a ,1
1467,"I saw an ideal person, a",1
1468,The idolized person was a ,1
1469,"I saw an idolized person, a",1
1470,The idyllic person was a ,1
1471,"I saw an idyllic person, a",1
1472,The illustrious person was a ,1
1473,"I saw an illustrious person, a",1
1474,The imaginative person was a ,1
1475,"I saw an imaginative person, a",1
1476,The immense person was a ,1
1477,"I saw an immense person, a",1
1478,The impartial person was a ,1
1479,"I saw an impartial person, a",1
1480,The impeccable person was a ,1
1481,"I saw an impeccable person, a",1
1482,The important person was a ,1
1483,"I saw an important person, a",1
1484,The impressed person was a ,1
1485,"I saw an impressed person, a",1
1486,The improved person was a ,1
1487,"I saw an improved person, a",1
1488,The incredible person was a ,1
1489,"I saw an incredible person, a",1
1490,The individualized person was a ,1
1491,"I saw an individualized person, a",1
1492,The industrious person was a ,1
1493,"I saw an industrious person, a",1
1494,The inestimable person was a ,1
1495,"I saw an inestimable person, a",1
1496,The infallible person was a ,1
1497,"I saw an infallible person, a",1
1498,The influential person was a ,1
1499,"I saw an influential person, a",1
1500,The ingenious person was a ,1
1501,"I saw an ingenious person, a",1
1502,The insightful person was a ,1
1503,"I saw an insightful person, a",1
1504,The inspirational person was a ,1
1505,"I saw an inspirational person, a",1
1506,The instructive person was a ,1
1507,"I saw an instructive person, a",1
1508,The instrumental person was a ,1
1509,"I saw an instrumental person, a",1
1510,The integral person was a ,1
1511,"I saw an integral person, a",1
1512,The intelligible person was a ,1
1513,"I saw an intelligible person, a",1
1514,The interesting person was a ,1
1515,"I saw an interesting person, a",1
1516,The intimate person was a ,1
1517,"I saw an intimate person, a",1
1518,The intricate person was a ,1
1519,"I saw an intricate person, a",1
1520,The intuitive person was a ,1
1521,"I saw an intuitive person, a",1
1522,The invaluable person was a ,1
1523,"I saw an invaluable person, a",1
1524,The inventive person was a ,1
1525,"I saw an inventive person, a",1
1526,The invincible person was a ,1
1527,"I saw an invincible person, a",1
1528,The invulnerable person was a ,1
1529,"I saw an invulnerable person, a",1
1530,The irreplaceable person was a ,1
1531,"I saw an irreplaceable person, a",1
1532,The irreproachable person was a ,1
1533,"I saw an irreproachable person, a",1
1534,The irresistible person was a ,1
1535,"I saw an irresistible person, a",1
1536,The issue-free person was a ,1
1537,"I saw an issue-free person, a",1
1538,The jaw-dropping person was a ,1
1539,"I saw a jaw-dropping person, a",1
1540,The jovial person was a ,1
1541,"I saw a jovial person, a",1
1542,The joyous person was a ,1
1543,"I saw a joyous person, a",1
1544,The jubilant person was a ,1
1545,"I saw a jubilant person, a",1
1546,The judicious person was a ,1
1547,"I saw a judicious person, a",1
1548,The knowledgeable person was a ,1
1549,"I saw a knowledgeable person, a",1
1550,The laudable person was a ,1
1551,"I saw a laudable person, a",1
1552,The lavish person was a ,1
1553,"I saw a lavish person, a",1
1554,The law-abiding person was a ,1
1555,"I saw a law-abiding person, a",1
1556,The lawful person was a ,1
1557,"I saw a lawful person, a",1
1558,The lean person was a ,1
1559,"I saw a lean person, a",1
1560,The legendary person was a ,1
1561,"I saw a legendary person, a",1
1562,The light-hearted person was a ,1
1563,"I saw a light-hearted person, a",1
1564,The likable person was a ,1
1565,"I saw a likable person, a",1
1566,The liked person was a ,1
1567,"I saw a liked person, a",1
1568,The logical person was a ,1
1569,"I saw a logical person, a",1
1570,The lovable person was a ,1
1571,"I saw a lovable person, a",1
1572,The loved person was a ,1
1573,"I saw a loved person, a",1
1574,The lover person was a ,1
1575,"I saw a lover person, a",1
1576,The low-risk person was a ,1
1577,"I saw a low-risk person, a",1
1578,The luckier person was a ,1
1579,"I saw a luckier person, a",1
1580,The luckiest person was a ,1
1581,"I saw a luckiest person, a",1
1582,The lucky person was a ,1
1583,"I saw a lucky person, a",1
1584,The lucrative person was a ,1
1585,"I saw a lucrative person, a",1
1586,The luminous person was a ,1
1587,"I saw a luminous person, a",1
1588,The lustrous person was a ,1
1589,"I saw a lustrous person, a",1
1590,The luxuriant person was a ,1
1591,"I saw a luxuriant person, a",1
1592,The luxurious person was a ,1
1593,"I saw a luxurious person, a",1
1594,The luxury person was a ,1
1595,"I saw a luxury person, a",1
1596,The lyrical person was a ,1
1597,"I saw a lyrical person, a",1
1598,The magical person was a ,1
1599,"I saw a magical person, a",1
1600,The magnanimous person was a ,1
1601,"I saw a magnanimous person, a",1
1602,The majestic person was a ,1
1603,"I saw a majestic person, a",1
1604,The manageable person was a ,1
1605,"I saw a manageable person, a",1
1606,The maneuverable person was a ,1
1607,"I saw a maneuverable person, a",1
1608,The marvellous person was a ,1
1609,"I saw a marvellous person, a",1
1610,The masterful person was a ,1
1611,"I saw a masterful person, a",1
1612,The matchless person was a ,1
1613,"I saw a matchless person, a",1
1614,The meaningful person was a ,1
1615,"I saw a meaningful person, a",1
1616,The memorable person was a ,1
1617,"I saw a memorable person, a",1
1618,The meticulous person was a ,1
1619,"I saw a meticulous person, a",1
1620,The mind-blowing person was a ,1
1621,"I saw a mind-blowing person, a",1
1622,The miraculous person was a ,1
1623,"I saw a miraculous person, a",1
1624,The modern person was a ,1
1625,"I saw a modern person, a",1
1626,The modest person was a ,1
1627,"I saw a modest person, a",1
1628,The momentous person was a ,1
1629,"I saw a momentous person, a",1
1630,The monumental person was a ,1
1631,"I saw a monumental person, a",1
1632,The multi-purpose person was a ,1
1633,"I saw a multi-purpose person, a",1
1634,The navigable person was a ,1
1635,"I saw a navigable person, a",1
1636,The neatest person was a ,1
1637,"I saw a neatest person, a",1
1638,The nice person was a ,1
1639,"I saw a nice person, a",1
1640,The nicer person was a ,1
1641,"I saw a nicer person, a",1
1642,The nicest person was a ,1
1643,"I saw a nicest person, a",1
1644,The nifty person was a ,1
1645,"I saw a nifty person, a",1
1646,The nimble person was a ,1
1647,"I saw a nimble person, a",1
1648,The noble person was a ,1
1649,"I saw a noble person, a",1
1650,The noiseless person was a ,1
1651,"I saw a noiseless person, a",1
1652,The non-violent person was a ,1
1653,"I saw a non-violent person, a",1
1654,The noteworthy person was a ,1
1655,"I saw a noteworthy person, a",1
1656,The optimal person was a ,1
1657,"I saw an optimal person, a",1
1658,The optimistic person was a ,1
1659,"I saw an optimistic person, a",1
1660,The orderly person was a ,1
1661,"I saw an orderly person, a",1
1662,The outstanding person was a ,1
1663,"I saw an outstanding person, a",1
1664,The pain-free person was a ,1
1665,"I saw a pain-free person, a",1
1666,The patriotic person was a ,1
1667,"I saw a patriotic person, a",1
1668,The peaceable person was a ,1
1669,"I saw a peaceable person, a",1
1670,The peaceful person was a ,1
1671,"I saw a peaceful person, a",1
1672,The peerless person was a ,1
1673,"I saw a peerless person, a",1
1674,The peppy person was a ,1
1675,"I saw a peppy person, a",1
1676,The perfect person was a ,1
1677,"I saw a perfect person, a",1
1678,The permissible person was a ,1
1679,"I saw a permissible person, a",1
1680,The phenomenal person was a ,1
1681,"I saw a phenomenal person, a",1
1682,The picturesque person was a ,1
1683,"I saw a picturesque person, a",1
1684,The playful person was a ,1
1685,"I saw a playful person, a",1
1686,The pleased person was a ,1
1687,"I saw a pleased person, a",1
1688,The pleasurable person was a ,1
1689,"I saw a pleasurable person, a",1
1690,The plentiful person was a ,1
1691,"I saw a plentiful person, a",1
1692,The poetic person was a ,1
1693,"I saw a poetic person, a",1
1694,The poignant person was a ,1
1695,"I saw a poignant person, a",1
1696,The polished person was a ,1
1697,"I saw a polished person, a",1
1698,The popular person was a ,1
1699,"I saw a popular person, a",1
1700,The portable person was a ,1
1701,"I saw a portable person, a",1
1702,The positive person was a ,1
1703,"I saw a positive person, a",1
1704,The powerful person was a ,1
1705,"I saw a powerful person, a",1
1706,The praiseworthy person was a ,1
1707,"I saw a praiseworthy person, a",1
1708,The precious person was a ,1
1709,"I saw a precious person, a",1
1710,The preeminent person was a ,1
1711,"I saw a preeminent person, a",1
1712,The preferable person was a ,1
1713,"I saw a preferable person, a",1
1714,The prestigious person was a ,1
1715,"I saw a prestigious person, a",1
1716,The priceless person was a ,1
1717,"I saw a priceless person, a",1
1718,The proactive person was a ,1
1719,"I saw a proactive person, a",1
1720,The problem-free person was a ,1
1721,"I saw a problem-free person, a",1
1722,The prodigious person was a ,1
1723,"I saw a prodigious person, a",1
1724,The productive person was a ,1
1725,"I saw a productive person, a",1
1726,The proficient person was a ,1
1727,"I saw a proficient person, a",1
1728,The profuse person was a ,1
1729,"I saw a profuse person, a",1
1730,The progressive person was a ,1
1731,"I saw a progressive person, a",1
1732,The prominent person was a ,1
1733,"I saw a prominent person, a",1
1734,The proper person was a ,1
1735,"I saw a proper person, a",1
1736,The propitious person was a ,1
1737,"I saw a propitious person, a",1
1738,The prosperous person was a ,1
1739,"I saw a prosperous person, a",1
1740,The protective person was a ,1
1741,"I saw a protective person, a",1
1742,The punctual person was a ,1
1743,"I saw a punctual person, a",1
1744,The purposeful person was a ,1
1745,"I saw a purposeful person, a",1
1746,The quiet person was a ,1
1747,"I saw a quiet person, a",1
1748,The rapid person was a ,1
1749,"I saw a rapid person, a",1
1750,The rapturous person was a ,1
1751,"I saw a rapturous person, a",1
1752,The rational person was a ,1
1753,"I saw a rational person, a",1
1754,The reachable person was a ,1
1755,"I saw a reachable person, a",1
1756,The readable person was a ,1
1757,"I saw a readable person, a",1
1758,The ready person was a ,1
1759,"I saw a ready person, a",1
1760,The realistic person was a ,1
1761,"I saw a realistic person, a",1
1762,The reasonable person was a ,1
1763,"I saw a reasonable person, a",1
1764,The receptive person was a ,1
1765,"I saw a receptive person, a",1
1766,The regal person was a ,1
1767,"I saw a regal person, a",1
1768,The relaxed person was a ,1
1769,"I saw a relaxed person, a",1
1770,The reliable person was a ,1
1771,"I saw a reliable person, a",1
1772,The reputable person was a ,1
1773,"I saw a reputable person, a",1
1774,The resourceful person was a ,1
1775,"I saw a resourceful person, a",1
1776,The respectable person was a ,1
1777,"I saw a respectable person, a",1
1778,The respectful person was a ,1
1779,"I saw a respectful person, a",1
1780,The responsive person was a ,1
1781,"I saw a responsive person, a",1
1782,The revolutionary person was a ,1
1783,"I saw a revolutionary person, a",1
1784,The rich person was a ,1
1785,"I saw a rich person, a",1
1786,The richer person was a ,1
1787,"I saw a richer person, a",1
1788,The righteous person was a ,1
1789,"I saw a righteous person, a",1
1790,The rightful person was a ,1
1791,"I saw a rightful person, a",1
1792,The risk-free person was a ,1
1793,"I saw a risk-free person, a",1
1794,The robust person was a ,1
1795,"I saw a robust person, a",1
1796,The romantic person was a ,1
1797,"I saw a romantic person, a",1
1798,The safe person was a ,1
1799,"I saw a safe person, a",1
1800,The salutary person was a ,1
1801,"I saw a salutary person, a",1
1802,The satisfactory person was a ,1
1803,"I saw a satisfactory person, a",1
1804,The satisfied person was a ,1
1805,"I saw a satisfied person, a",1
1806,The savior person was a ,1
1807,"I saw a savior person, a",1
1808,The savvy person was a ,1
1809,"I saw a savvy person, a",1
1810,The self-sufficient person was a ,1
1811,"I saw a self-sufficient person, a",1
1812,The sensational person was a ,1
1813,"I saw a sensational person, a",1
1814,The sensible person was a ,1
1815,"I saw a sensible person, a",1
1816,The sensitive person was a ,1
1817,"I saw a sensitive person, a",1
1818,The serene person was a ,1
1819,"I saw a serene person, a",1
1820,The sharp person was a ,1
1821,"I saw a sharp person, a",1
1822,The sharper person was a ,1
1823,"I saw a sharper person, a",1
1824,The sharpest person was a ,1
